#Sample.sample_id,Isolate.isolate_id,Seqrep.ena_run_accession,Isolate.ena_experiment_accession,Sample.ena_sample_accession,Sample.ena_study_accession,Pipeline_output,vcf
39762,39762,ERR551432,None,SAMEA2533937,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/62/39762,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39763,39763,ERR551433,None,SAMEA2533938,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/63/39763,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39764,39764,ERR551434,None,SAMEA2533939,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/64/39764,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39765,39765,ERR551435,None,SAMEA2533940,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/65/39765,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39766,39766,ERR551436,None,SAMEA2533941,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/66/39766,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39766,39766,ERR551437,None,SAMEA2533941,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/66/39766,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39767,39767,ERR551438,None,SAMEA2533942,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/67/39767,Pipelines/1_2_3/variant_call/0.7.3.ref.3/minos/final.vcf
39767,39767,ERR551439,None,SAMEA2533942,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/67/39767,Pipelines/1_2_3/variant_call/0.7.3.ref.3/minos/final.vcf
39767,39767,ERR551440,None,SAMEA2533942,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/67/39767,Pipelines/1_2_3/variant_call/0.7.3.ref.3/minos/final.vcf
39768,39768,ERR551441,None,SAMEA2533943,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/68/39768,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39769,39769,ERR551442,None,SAMEA2533944,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/69/39769,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39773,39773,ERR551447,None,SAMEA2533948,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/73/39773,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39779,39779,ERR551455,None,SAMEA2533954,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/79/39779,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39780,39780,ERR551456,None,SAMEA2533955,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/80/39780,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39782,39782,ERR551458,None,SAMEA2533957,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/82/39782,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39783,39783,ERR551459,None,SAMEA2533958,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/83/39783,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39784,39784,ERR551460,None,SAMEA2533959,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/84/39784,Pipelines/1_2/variant_call/0.8.3.ref.3/minos/final.vcf
39784,39784,ERR551461,None,SAMEA2533959,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/84/39784,Pipelines/1_2/variant_call/0.8.3.ref.3/minos/final.vcf
39785,39785,ERR551462,None,SAMEA2533960,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/85/39785,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39786,39786,ERR551463,None,SAMEA2533961,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/86/39786,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39787,39787,ERR551466,None,SAMEA2533962,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/87/39787,Pipelines/1_2/variant_call/0.8.3.ref.3/minos/final.vcf
39787,39787,ERR551467,None,SAMEA2533962,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/87/39787,Pipelines/1_2/variant_call/0.8.3.ref.3/minos/final.vcf
39788,39788,ERR551464,None,SAMEA2533963,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/88/39788,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39788,39788,ERR551465,None,SAMEA2533963,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/88/39788,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39789,39789,ERR551468,None,SAMEA2533964,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/89/39789,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39789,39789,ERR551469,None,SAMEA2533964,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/89/39789,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39790,39790,ERR551470,None,SAMEA2533965,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/90/39790,Pipelines/1_2/variant_call/0.8.3.ref.3/minos/final.vcf
39790,39790,ERR551471,None,SAMEA2533965,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/90/39790,Pipelines/1_2/variant_call/0.8.3.ref.3/minos/final.vcf
39791,39791,ERR551473,None,SAMEA2533966,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/91/39791,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39795,39795,ERR551476,None,SAMEA2533970,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/95/39795,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39796,39796,ERR551477,None,SAMEA2533971,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/96/39796,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39796,39796,ERR551478,None,SAMEA2533971,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/96/39796,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39797,39797,ERR551479,None,SAMEA2533972,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/97/39797,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39798,39798,ERR551483,None,SAMEA2533973,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/98/39798,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39799,39799,ERR551482,None,SAMEA2533974,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/97/99/39799,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39800,39800,ERR551486,None,SAMEA2533975,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/00/39800,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39802,39802,ERR551487,None,SAMEA2533977,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/02/39802,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39803,39803,ERR551488,None,SAMEA2533978,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/03/39803,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39804,39804,ERR551490,None,SAMEA2533979,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/04/39804,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39805,39805,ERR551489,None,SAMEA2533980,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/05/39805,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39808,39808,ERR551495,None,SAMEA2533983,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/08/39808,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39808,39808,ERR551496,None,SAMEA2533983,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/08/39808,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39809,39809,ERR551497,None,SAMEA2533984,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/09/39809,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39810,39810,ERR551498,None,SAMEA2533985,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/10/39810,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39812,39812,ERR551499,None,SAMEA2533987,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/12/39812,Pipelines/1_2_3/variant_call/0.7.3.ref.3/minos/final.vcf
39812,39812,ERR551500,None,SAMEA2533987,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/12/39812,Pipelines/1_2_3/variant_call/0.7.3.ref.3/minos/final.vcf
39812,39812,ERR551501,None,SAMEA2533987,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/12/39812,Pipelines/1_2_3/variant_call/0.7.3.ref.3/minos/final.vcf
39813,39813,ERR551504,None,SAMEA2533988,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/13/39813,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39814,39814,ERR551503,None,SAMEA2533989,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/14/39814,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39815,39815,ERR551505,None,SAMEA2533990,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/15/39815,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39816,39816,ERR551508,None,SAMEA2533991,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/16/39816,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39817,39817,ERR551509,None,SAMEA2533993,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/17/39817,Pipelines/1_2/variant_call/0.8.3.ref.3/minos/final.vcf
39817,39817,ERR551510,None,SAMEA2533993,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/17/39817,Pipelines/1_2/variant_call/0.8.3.ref.3/minos/final.vcf
39818,39818,ERR551511,None,SAMEA2533994,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/18/39818,Pipelines/1_2_3/variant_call/0.7.3.ref.3/minos/final.vcf
39818,39818,ERR551512,None,SAMEA2533994,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/18/39818,Pipelines/1_2_3/variant_call/0.7.3.ref.3/minos/final.vcf
39818,39818,ERR551513,None,SAMEA2533994,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/18/39818,Pipelines/1_2_3/variant_call/0.7.3.ref.3/minos/final.vcf
39819,39819,ERR551514,None,SAMEA2533996,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/19/39819,Pipelines/1_2_3/variant_call/0.7.3.ref.3/minos/final.vcf
39819,39819,ERR551515,None,SAMEA2533996,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/19/39819,Pipelines/1_2_3/variant_call/0.7.3.ref.3/minos/final.vcf
39819,39819,ERR551516,None,SAMEA2533996,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/19/39819,Pipelines/1_2_3/variant_call/0.7.3.ref.3/minos/final.vcf
39821,39821,ERR551522,None,SAMEA2533999,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/21/39821,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39822,39822,ERR551526,None,SAMEA2534001,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/22/39822,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39823,39823,ERR551527,None,SAMEA2534002,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/23/39823,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39823,39823,ERR551528,None,SAMEA2534002,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/23/39823,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39826,39826,ERR551532,None,SAMEA2534005,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/26/39826,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39827,39827,ERR551533,None,SAMEA2534006,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/27/39827,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39829,39829,ERR551536,None,SAMEA2534008,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/29/39829,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39831,39831,ERR551537,None,SAMEA2534010,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/31/39831,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39832,39832,ERR551538,None,SAMEA2534011,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/32/39832,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39833,39833,ERR551539,None,SAMEA2534012,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/33/39833,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39833,39833,ERR551540,None,SAMEA2534012,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/33/39833,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39834,39834,ERR551541,None,SAMEA2534013,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/34/39834,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39836,39836,ERR551546,None,SAMEA2534015,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/36/39836,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39837,39837,ERR551545,None,SAMEA2534016,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/37/39837,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39839,39839,ERR551552,None,SAMEA2534020,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/39/39839,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39840,39840,ERR551550,None,SAMEA2534021,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/40/39840,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39840,39840,ERR551551,None,SAMEA2534021,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/40/39840,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39844,39844,ERR551556,None,SAMEA2534025,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/44/39844,Pipelines/1_2_3/variant_call/0.7.3.ref.3/minos/final.vcf
39844,39844,ERR551557,None,SAMEA2534025,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/44/39844,Pipelines/1_2_3/variant_call/0.7.3.ref.3/minos/final.vcf
39844,39844,ERR551558,None,SAMEA2534025,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/44/39844,Pipelines/1_2_3/variant_call/0.7.3.ref.3/minos/final.vcf
39845,39845,ERR551559,None,SAMEA2534026,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/45/39845,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39848,39848,ERR551564,None,SAMEA2534030,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/48/39848,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39849,39849,ERR551566,None,SAMEA2534031,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/49/39849,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39850,39850,ERR551565,None,SAMEA2534032,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/50/39850,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39852,39852,ERR551568,None,SAMEA2534034,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/52/39852,Pipelines/1_2/variant_call/0.8.3.ref.3/minos/final.vcf
39852,39852,ERR551569,None,SAMEA2534034,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/52/39852,Pipelines/1_2/variant_call/0.8.3.ref.3/minos/final.vcf
39854,39854,ERR551572,None,SAMEA2534036,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/54/39854,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39855,39855,ERR551573,None,SAMEA2534037,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/55/39855,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39856,39856,ERR551574,None,SAMEA2534038,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/56/39856,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39857,39857,ERR551576,None,SAMEA2534039,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/57/39857,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39860,39860,ERR551578,None,SAMEA2534042,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/60/39860,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39861,39861,ERR551580,None,SAMEA2534043,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/61/39861,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39862,39862,ERR551579,None,SAMEA2534044,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/62/39862,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39863,39863,ERR551581,None,SAMEA2534045,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/63/39863,Pipelines/1_2/variant_call/0.8.3.ref.3/minos/final.vcf
39863,39863,ERR551582,None,SAMEA2534045,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/63/39863,Pipelines/1_2/variant_call/0.8.3.ref.3/minos/final.vcf
39865,39865,ERR551586,None,SAMEA2534047,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/65/39865,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39866,39866,ERR551584,None,SAMEA2534048,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/66/39866,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39866,39866,ERR551585,None,SAMEA2534048,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/66/39866,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39870,39870,ERR551591,None,SAMEA2534052,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/70/39870,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39870,39870,ERR551592,None,SAMEA2534052,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/70/39870,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39871,39871,ERR551593,None,SAMEA2534053,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/71/39871,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39872,39872,ERR551594,None,SAMEA2534054,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/72/39872,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39873,39873,ERR551598,None,SAMEA2534055,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/73/39873,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39874,39874,ERR551595,None,SAMEA2534056,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/74/39874,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39874,39874,ERR551596,None,SAMEA2534056,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/74/39874,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39876,39876,ERR551599,None,SAMEA2534058,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/76/39876,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39876,39876,ERR551600,None,SAMEA2534058,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/76/39876,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39878,39878,ERR551602,None,SAMEA2534060,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/78/39878,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39879,39879,ERR551603,None,SAMEA2534061,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/79/39879,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39879,39879,ERR551604,None,SAMEA2534061,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/79/39879,Pipelines/1_2/variant_call/0.7.3.ref.3/minos/final.vcf
39881,39881,ERR551608,None,SAMEA2534063,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/81/39881,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39882,39882,ERR551607,None,SAMEA2534064,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/82/39882,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39883,39883,ERR551606,None,SAMEA2534065,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/83/39883,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39884,39884,ERR551609,None,SAMEA2534066,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/84/39884,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
39885,39885,ERR551610,None,SAMEA2534067,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/85/39885,Pipelines/1_2/variant_call/0.8.3.ref.3/minos/final.vcf
39885,39885,ERR551611,None,SAMEA2534067,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/85/39885,Pipelines/1_2/variant_call/0.8.3.ref.3/minos/final.vcf
39886,39886,ERR551612,None,SAMEA2534068,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/86/39886,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39888,39888,ERR551614,None,SAMEA2534070,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/88/39888,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
39890,39890,ERR551616,None,SAMEA2534072,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/03/98/90/39890,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
